"","business.txt","culture.txt","datademirutottori.txt","opinion.txt","press_release.txt","public.txt"
"ミュート",2,0,0,0,0,0
"みるく",0,0,0,0,0,5
"ミレニアム",2,0,0,0,0,0
"ミレニアル",17,0,0,0,0,0
"みんな",4,0,0,4,0,8
"ムード",2,0,0,0,0,1
"むら",0,0,0,0,0,3
"ムリ",0,0,0,0,0,1
"め",1,0,0,0,0,0
"メイド",1,0,0,0,0,0
"メイン",2,0,0,0,0,0
"メーカー",4,0,0,1,2,0
"メール",7,0,0,1,0,2
"メタ",0,0,0,1,0,0
"メッセージ",6,0,0,1,0,0
"メディア",3,0,2,6,3,1
"メトロ",0,0,0,0,1,0
"メニュー",2,0,0,0,0,4
"メモ",0,0,0,4,0,1
"メリット",20,0,3,3,1,6
"メリットデメリットメリット",1,0,0,0,0,0
"メロン",0,0,0,4,0,0
"メンタルケア",1,0,0,0,0,0
"メンテナンス",1,0,0,0,0,0
"メンバー",2,0,0,24,0,0
"メンバーシップ",0,0,0,1,0,0
"モイストプロセッサー",0,0,0,1,0,0
"モード",0,0,0,2,0,0
"モチ",0,0,0,1,0,0
"モチベーション",6,0,0,0,1,0
"もつ",0,0,0,1,0,0
"もったいない",3,0,1,2,0,0
"もってのほか",0,0,0,1,0,0
"モットー",1,0,0,0,0,0
"もっとも",1,0,0,0,0,0
"モデル",1,0,0,5,2,0
"もと",5,1,0,2,0,0
"モニタリング",4,0,0,0,0,0
"モノ",6,0,0,10,0,0
"もの",74,8,33,53,5,17
"モノサシ",0,0,0,2,0,0
"ものすごい",0,0,0,1,0,0
"モバイル",1,0,0,0,0,0
"モレ",1,0,0,0,0,0
"もろい",1,0,0,0,0,0
"やすい",33,0,8,12,3,10
"やつ",1,0,0,0,0,0
"やむを得ない",0,0,0,0,0,1
"やりがい",0,0,0,5,0,0
"やり取り",0,1,0,0,0,0
"やり方",1,0,0,1,1,0
"やる気",1,0,0,3,0,0
"ゃんおばあちゃんっ",1,0,0,0,0,0
"やんちゃ",1,0,0,0,0,0
"ユーザー",0,0,0,3,0,0
"ユース",0,0,0,2,0,0
"ゆえ",2,0,0,0,0,0
"ゆかり",0,0,0,0,1,0
"ゆとり",3,0,0,0,0,0
"ユニーク",3,0,0,0,0,0
"ゆるい",0,0,0,1,0,0
"よい",10,0,1,7,1,4
"よう",149,5,89,155,15,60
"ヨーグルト",2,0,0,0,0,0
"ヨーロッパ",0,0,0,1,0,0
"ヨガ",0,0,0,0,0,1
"ら",1,0,2,0,1,0
"ラーメン",0,0,0,0,11,5
"らい",0,0,0,0,0,4
"ライト",1,0,0,0,0,0
"ライドシェア",0,0,0,1,0,0
"ライバル",3,0,0,0,0,0
"ライフ",0,0,0,1,0,0
"ライブ",11,0,0,0,1,0
"ライフスタイル",1,0,0,3,0,0
"ライフライン",1,0,0,0,0,0
"ライム",0,0,0,0,1,0
"ライン",0,0,1,0,0,0
"ラインナップ",1,0,0,0,0,0
"ラウンドワン",0,0,0,0,0,3
"ラジコンヘリコプター",1,0,0,0,0,0
"ラストワンマイル",0,0,0,2,0,0
"ラベリング",11,0,0,0,0,0
"ラベル",2,0,0,0,0,0
"ラボ",0,0,0,1,0,0
"ランキング",1,0,2,2,0,11
"ランク",1,0,1,0,0,1
"ランチ",0,0,0,1,0,2
"ランドリー",0,0,0,1,0,0
"ランニング",0,0,0,1,0,0
"リ",0,0,0,1,0,0
"リアリティ",0,0,0,4,0,0
"リアル",2,0,0,9,0,0
"リアルタイム",5,0,0,1,0,0
"リアルタイムメッセージング",0,0,1,0,0,0
"リース",0,0,0,1,0,0
"リーダー",0,0,0,2,1,0
"リーダーシップ",0,0,0,0,1,0
"リーマン",0,0,2,0,0,3
"リキュール",0,0,0,0,6,0
"リクルート",2,0,0,0,0,0
"リサーチ",0,0,0,1,0,0
"リスク",4,0,0,2,0,7
"リスト",2,0,0,2,0,0
"リスニング",0,0,0,1,0,0
"リズム",1,0,0,1,0,0
"リゾーツ",1,0,0,0,0,0
"リツイート",1,0,0,0,0,0
"リテラシー",2,0,0,0,0,0
"リニューアル",0,0,0,0,6,0
"リノベーショ",0,0,0,0,0,1
"リノベーション",1,0,0,0,0,0
"リバースモーゲージ",0,0,1,0,0,1
"リピーター",0,0,0,0,0,1
"リブランディング",1,0,0,0,0,0
"リフレクション",0,0,0,1,0,0
"リベラルアーツ",0,0,0,1,0,0
"リモート",4,0,0,7,0,3
"リモコン",1,0,0,0,0,0
"リラックス",0,0,0,0,0,2
"リンク",6,0,2,1,0,0
"リンダ",0,0,0,1,0,0
"ルート",1,0,1,0,0,0
"ルーム",0,0,0,0,2,0
"ルール",14,0,0,0,0,0
"ルサンチマン",0,0,0,1,0,0
"ルネサンス",0,0,0,1,0,0
"ルンバ",3,0,0,0,0,0
"レーザー",0,0,0,1,0,0
"レクサー",0,0,0,1,0,0
"レクチャー",0,0,0,1,0,0
"レジ",2,0,0,0,0,1
"レシピ",6,0,0,0,0,0
"レジャー",0,0,0,0,0,3
"レス",46,0,0,0,0,1
"レストラン",6,0,0,0,1,1
"レスポンス",1,0,0,0,0,0
"レッテル",1,0,0,0,0,0
"レベル",2,0,0,2,1,0
"レポート",15,0,1,0,4,0
"レモン",0,0,0,0,1,0
"ロイロノート",0,0,0,2,0,0
"ローカル",1,0,0,2,0,0
"ローソン",3,0,0,0,0,0
"ローテーション",1,0,0,1,0,1
"ローン",36,0,1,0,1,1
"ログ",0,0,0,0,0,1
"ログイン",0,0,0,2,0,0
"ロケーション",2,0,0,0,0,0
"ロゴ",2,0,0,1,0,0
"ロジック",1,0,0,0,0,0
"ロス",1,0,0,0,0,0
"ロック",1,0,0,1,1,0
"ロビンソン",0,0,0,1,0,0
"ロボット",27,0,0,1,0,0
"ロンドン",0,0,0,1,0,0
"ワーキンググループ",0,0,0,1,0,0
"ワーク",23,0,6,12,0,4
"ワークショップ",0,0,0,0,1,0
"ワークライフバランス",0,0,0,1,0,0
"ワーケーション",0,0,0,0,1,0
"ワード",1,0,0,0,0,1
"ワイン",1,0,0,0,0,0
"わが国",0,0,0,1,0,0
"ワケ",0,0,1,0,0,0
"わけ",9,0,3,8,0,0
"ワコール",13,0,0,0,0,0
"わせ",1,0,0,0,0,0
"わたし",0,0,0,5,0,0
"わらべ",0,0,0,1,0,0
"わり",0,0,0,1,0,0
"われ",1,0,0,0,0,0
"ン",0,0,0,0,0,1
"ん",12,0,0,4,1,1
"㍍",0,0,0,0,1,0
"愛",1,0,0,23,0,1
"愛治",1,0,0,0,0,0
"愛情",0,0,0,1,1,0
"愛知",2,0,1,0,0,0
"愛着",2,0,0,1,0,0
"愛読",0,0,0,0,2,0
"挨拶",0,0,0,2,1,0
"悪い",16,0,6,4,1,0
"悪影響",2,0,1,0,0,0
"悪化",3,0,0,0,0,0
"悪寒",0,0,0,0,0,1
"悪行",1,0,0,0,0,0
"圧倒",1,0,1,0,0,0
"圧倒的",4,0,2,2,1,0
"圧迫",0,0,0,0,0,1
"扱い",2,0,0,0,0,0
"安い",4,0,0,2,0,4
"安価",1,1,0,0,0,0
"安心",5,0,0,1,1,1
"安川",0,0,0,5,0,0
"安全",6,0,0,1,1,1
"安定",6,0,0,0,1,1
"安田",1,0,0,2,0,0
"安倍",0,0,0,1,0,0
"安部",0,0,0,52,0,0
"暗い",1,0,0,0,0,1
"暗黒",0,0,0,1,0,0
"暗証",1,0,0,0,0,0
"案",0,0,0,1,0,5
"案件",2,0,0,0,0,2
"闇",0,0,0,1,0,0
"以下",7,0,8,2,2,10
"以外",10,0,7,7,0,5
"以後",1,0,0,1,2,0
"以降",4,0,3,7,1,4
"以上",21,0,19,15,4,15
"以前",11,0,5,7,2,16
"以内",1,0,0,0,0,3
"以来",0,0,0,0,0,1
"位",7,0,31,4,1,16
"位置",4,0,3,1,0,0
"位置づけ",1,0,0,2,0,0
"位置付け",0,0,1,0,0,0
"依存",0,0,0,3,0,0
"依頼",2,0,0,0,1,0
"偉人",1,0,0,0,0,0
"委員",1,0,0,0,0,0
"委託",2,0,0,4,1,0
"威勢",1,0,0,0,0,0
"意外",1,0,1,0,0,1
"意気投合",0,0,0,0,1,0
"意義",3,0,1,1,0,0
"意見",12,0,1,12,0,11
"意思",2,0,0,3,0,0
"意識",10,0,2,10,1,1
"意図",0,0,0,1,0,1
"意味",19,1,1,15,0,1
"意欲",5,0,1,3,0,0
"易い",1,0,0,0,0,0
"椅子",1,0,0,0,0,0
"為",0,0,0,3,0,0
"異常",0,0,0,2,0,0
"異名",0,0,0,0,0,1
"移",0,0,0,0,0,4
"移行",0,0,0,6,0,1
"移住",10,0,1,14,2,22
"移転",0,0,0,0,3,0
"移動",4,0,4,6,1,4
"維持",3,0,5,8,0,2
"衣類",2,0,0,0,0,0
"違い",4,0,3,3,0,2
"違反",2,0,0,0,0,0
"違和感",0,0,0,1,0,0
"遺産",1,0,0,0,0,0
"医学",0,0,0,1,0,0
"医学部",0,0,0,1,0,0
"医師",1,0,0,4,0,0
"医薬品",0,0,1,0,0,0
"医療",2,0,2,22,1,9
"井上",0,0,0,1,0,0
"域",0,0,0,1,0,0
"域内",0,0,0,1,0,0
"育ち",0,0,0,1,0,0
"育て",3,0,0,0,0,0
"育児",0,0,8,3,0,10
"育成",1,0,0,6,1,2
"育苗",5,0,0,0,0,0
"一",43,0,18,30,6,19
"一つ",38,0,9,8,3,4
"一つひとつ",0,0,0,0,1,0
"一員",0,0,0,1,0,0
"一概",0,0,1,0,0,1
"一括",0,0,0,1,0,0
"一環",1,0,0,1,0,0
"一貫",0,0,0,1,0,0
"一丸",1,0,0,0,0,0
"一極",0,0,0,1,0,0
"一言",1,0,0,0,0,0
"一刻",0,0,0,1,0,0
"一時",1,0,0,2,0,2
"一時期",0,0,0,0,2,0
"一種",0,0,0,1,0,0
"一重",0,0,0,0,2,0
"一瞬",1,0,0,0,0,0
"一緒",3,0,0,7,2,0
"一助",0,0,0,1,0,0
"一人ひとり",5,0,0,2,0,1
"一人暮らし",4,0,0,0,0,0
"一生",0,0,0,4,0,0
"一斉",2,0,0,2,0,1
"一切",0,0,0,0,1,0
"一足",0,0,0,0,1,0
"一体",5,0,1,1,0,1
"一体化",1,0,0,0,0,0
"一対一",1,0,0,0,0,0
"一代",1,0,0,0,0,0
"一大",0,0,0,0,1,0
"一致",1,0,0,0,1,0
"一定",0,0,1,1,0,1
"一転",0,0,0,1,0,0
"一同",0,0,0,1,0,0
"一読",2,0,1,0,0,0
"一般",10,1,3,3,1,1
"一番",11,0,2,6,4,3
"一部",13,0,0,6,0,4
"一方",2,0,2,0,0,3
"一望",0,0,0,0,1,0
"一味",1,0,0,0,0,0
"一也",0,0,0,0,1,0
"一夜",0,0,0,1,0,0
"一律",1,0,0,0,0,0
"一流",0,0,0,1,1,0
"一連",0,0,1,0,0,0
"逸",0,0,0,1,0,0
"逸脱",2,0,0,0,0,0
"茨木",2,0,0,0,0,0
"印刷",1,0,0,3,0,0
"印象",2,0,0,6,0,0
"員",30,0,0,7,0,0
"員数",1,0,0,0,0,0
"因果",0,0,1,0,0,0
"引き下げ",1,0,0,0,0,0
"引き換え",0,0,0,1,0,0
"引き上げ",0,0,0,0,0,4
"引き落とし",1,0,0,0,0,0
"引っ越し",1,0,0,0,0,0
"引継ぎ",1,0,0,0,0,1
"引退",1,0,0,0,0,0
"引用",6,0,27,0,0,0
"飲食",12,0,5,1,3,56
"院",0,0,0,1,0,1
"陰惨",0,0,0,1,0,0
"陰性",1,0,0,0,0,0
"陰鬱",0,0,0,1,0,0
"右",3,0,0,0,0,0
"右肩",2,0,0,0,0,0
"宇佐美",3,0,0,0,0,0
"宇沢",0,0,0,3,0,0
"宇都宮",0,0,0,0,0,2
"宇部",0,0,0,0,0,1
"雨",1,0,6,0,0,0
"渦中",0,0,0,1,0,0
"浦富海岸",0,0,0,0,0,3
"運",0,0,0,0,1,0
"運営",9,0,1,6,3,2
"運行",0,0,0,0,1,0
"運送",1,0,0,2,0,0
"運賃",4,0,0,0,0,0
"運転",5,0,0,1,0,0
"運動",0,0,0,1,0,0
"運輸",0,0,0,0,0,1
"運用",1,0,0,0,0,0
"営み",0,5,1,0,2,1
"営業",8,0,0,2,1,2
"影響",53,2,27,11,10,35
"映画",1,0,0,1,0,0
"映像",2,0,0,0,0,0
"栄光",0,0,0,1,0,0
"永江",0,0,0,1,0,0
"衛生",4,0,1,0,0,0
"鋭い",0,0,0,1,0,0
"液",1,0,0,0,0,0
"疫病",0,0,0,4,0,1
"駅",2,0,6,3,0,0
"駅前",2,0,0,1,0,1
"越境",1,0,0,1,0,0
"閲覧",0,0,2,0,0,0
"円",60,0,4,28,3,63
"円グラフ",0,0,1,0,0,0
"円滑",1,0,0,0,0,0
"円満",0,0,0,0,1,0
"園",0,0,0,1,0,5
"宴",0,0,0,0,1,0
"延べ",0,0,0,0,1,0
"延期",5,0,0,0,2,2
"延長",1,0,0,3,0,0
"延長線",0,0,0,1,0,0
"援",1,0,0,0,0,0
"援助",0,0,0,0,0,2
"沿岸",0,0,0,1,0,0
"演劇",0,0,1,0,0,0
"演習",0,0,0,1,0,0
"炎上",1,0,0,0,0,0
"縁",1,0,0,0,1,0
"縁日",0,0,0,1,0,0
"艶",0,0,0,1,0,0
"遠い",2,0,0,0,0,2
"遠く",1,0,0,1,0,0
"遠隔",3,0,0,0,0,0
"遠距離",0,0,0,2,0,0
"遠出",0,0,0,0,0,1
"遠藤",1,0,0,0,0,0
"汚い",0,0,0,1,0,0
"奥",1,0,0,0,0,0
"往復",2,0,0,1,0,0
"応援",2,0,1,4,2,20
"応対",1,0,0,0,0,0
"応募",3,0,0,1,0,1
"応用",1,0,0,0,0,0
"横",5,0,0,2,0,0
"横綱",0,0,0,1,0,0
"横浜",0,0,0,1,0,0
"横並び",0,0,0,0,0,1
"欧州",0,0,0,1,0,0
"王国",1,0,2,0,0,20
"王様",0,0,0,0,1,0
"黄",0,0,1,0,0,0
"岡崎",2,0,0,0,0,0
"岡山",2,0,0,0,0,0
"沖縄",1,0,1,2,1,0
"億",12,0,3,18,0,2
"屋",1,0,0,0,0,1
"屋外",2,0,0,0,0,3
"屋台",0,0,0,1,0,0
"屋内",0,0,0,0,0,2
"屋敷",0,0,0,2,0,0
"臆",0,0,0,1,0,0
"俺",0,0,0,1,0,0
"卸",1,0,0,0,0,0
"卸売",2,0,0,0,0,0
"恩恵",3,0,0,0,0,1
"温",0,0,3,0,0,0
"温床",0,0,0,1,0,0
"温泉",1,0,1,1,0,0
"温存",0,0,0,1,0,0
"温暖",0,0,0,1,0,0
"音",3,0,0,0,0,0
"音楽",5,0,1,0,0,0
"音源",1,0,0,0,0,0
"下",5,0,2,3,0,2
"下位",0,0,1,0,0,0
"下記",1,0,0,0,0,2
"下校",0,0,0,1,0,0
"下山口",1,0,0,0,0,0
"下手",1,0,0,0,0,0
"下旬",0,0,0,0,1,1
"下積み",1,0,0,0,0,0
"下着",7,0,0,0,0,0
"下落",0,0,0,0,2,0
"下痢",0,0,0,0,0,1
"化",47,5,77,73,6,18
"化粧",0,0,1,0,0,0
"仮設",1,0,0,0,0,0
"仮説",2,0,0,0,0,0
"仮定",0,0,0,1,0,0
"何",27,0,12,51,2,0
"何かしら",2,0,0,1,1,0
"何とか",0,0,0,1,0,0
"何事",3,0,0,0,0,0
"価格",8,1,36,0,8,9
"価値",11,6,2,28,3,3
"佳",1,0,0,0,0,0
"加賀",1,0,0,0,0,0
"加工",2,0,0,1,0,0
"加算",0,0,0,0,0,1
"加速",2,0,3,0,0,0
"加速度",0,0,0,1,0,0
"加入",0,0,0,0,1,0
"可",0,0,0,0,0,2
"可視",1,0,3,1,0,0
"可能",32,0,23,23,4,16
"可否",0,0,0,1,0,0
"夏",0,0,3,22,0,10
"夏休み",0,0,0,2,0,2
"嫁",0,0,0,1,0,0
"家",11,0,4,8,0,8
"家屋",5,0,0,0,0,0
"家計",0,0,0,1,0,0
"家計調査",1,0,0,0,0,0
"家事",5,0,1,0,0,9
"家族",10,0,2,9,5,4
"家中",0,0,0,1,0,0
"家賃",4,0,0,0,0,0
"家庭",11,0,7,10,2,12
"家老",1,0,0,0,0,0
"科",0,0,0,1,0,0
"科学",1,0,0,4,0,0
"科目",1,0,0,0,0,0
"果汁",0,0,0,0,1,0
"果物",0,0,0,0,2,0
"歌",0,0,0,0,0,1
"歌詞",1,0,0,0,0,0
"河原町",1,2,0,0,0,0
"河出",0,0,0,1,0,0
"火",1,0,0,0,0,1
"火曜",0,0,0,1,0,0
"禍",3,0,2,5,1,7
"稼働",3,0,0,0,0,0
"箇所",3,0,0,0,0,0
"花",4,0,0,0,0,0
"花井",0,1,0,0,0,0
"花見",0,0,0,0,0,1
"花輪",0,1,0,0,0,0
"課",4,0,1,3,0,6
"課外",0,0,0,7,0,0
"課税",2,0,0,0,0,0
"課題",25,0,1,30,1,1
"課程",0,0,0,3,0,0
"貨幣",0,0,0,2,0,0
"過ち",1,0,0,0,0,0
"過去",7,0,2,3,2,4
"過激",0,0,0,1,0,0
"過言",3,0,0,0,0,0
"過剰",1,0,1,2,0,0
"過疎",1,0,0,13,1,0
"過多",1,0,0,0,0,0
"過程",1,0,0,0,2,1
"過敏",1,0,0,0,0,0
"過密",1,0,0,0,0,0
"我が国",0,0,0,1,0,0
"我々",8,0,0,6,2,0
"画一",0,0,0,2,0,0
"画期的",0,0,0,1,0,0
"画像",0,0,0,1,0,0
"画面",3,0,0,1,0,0
"介護",4,0,11,35,0,2
"介在",0,1,0,0,0,0
"介抱",0,0,0,1,0,0
"会",27,1,1,5,5,2
"会議",13,1,7,6,1,3
"会見",0,0,1,0,0,0
"会社",80,0,1,14,5,2
"会場",2,0,0,0,1,0
"会食",0,0,0,0,0,1
"会長",0,0,0,1,0,0
"会話",7,0,0,0,1,3
"解",0,0,0,1,0,0
"解禁",1,0,0,1,0,0
"解決",10,0,2,15,2,4
"解除",3,0,0,1,0,6
"解消",2,0,3,1,1,0
"解析",2,0,0,0,0,0
"解説",4,0,0,0,0,1
"解読",2,0,0,0,0,0
"解放",0,0,0,1,0,0
"回",12,0,0,16,1,3
"回し",0,0,0,0,0,1
"回り",1,0,0,0,0,0
"回帰",0,0,0,0,0,1
"回収",0,0,0,2,0,0
"回数",1,0,0,1,0,1
"回転",0,0,0,0,0,3
"回答",2,0,11,0,2,0
"回避",0,0,0,0,0,1
"回復",2,0,3,2,0,1
"塊",0,0,0,1,0,0
"快適",1,0,0,1,2,0
"悔しい",1,0,0,0,0,0
"懐",0,0,0,0,1,0
"改",1,0,0,0,0,0
"改革",2,0,0,10,1,0
"改修",0,0,0,1,0,0
"改正",0,0,0,0,0,2
"改善",5,0,1,6,3,1
"改定",0,0,0,2,0,0
"改訂",2,0,0,0,0,1
"改編",0,0,0,1,0,0
"海",0,0,0,0,0,5
"海外",7,0,2,4,0,1
"海岸",0,0,0,0,0,3
"海産物",0,0,0,0,1,0
"海上",1,0,0,0,0,1
"海水浴",0,0,0,0,0,5
"海流",0,0,0,0,1,0
"皆",4,0,0,4,0,1
"皆さま",0,0,1,0,0,0
"皆さん",15,0,7,3,1,5
"皆んな",0,0,0,2,0,0
"皆生",0,0,0,0,0,3
"皆生温泉",0,0,0,0,0,6
"皆様",2,0,1,0,5,2
"絵",3,0,0,0,0,0
"蟹",0,0,1,0,33,0
"開き",0,0,1,2,0,0
"開園",0,0,0,0,0,1
"開校",0,0,0,1,0,0
"開催",6,0,2,7,3,7
"開始",9,0,0,1,0,5
"開示",1,0,0,0,0,0
"開設",0,0,0,0,3,0
"開拓",0,0,0,1,0,0
"開智",0,0,0,2,0,0
"開発",12,0,0,9,7,0
"開放",0,0,0,2,0,0
"階",1,0,0,0,1,0
"貝",0,0,0,0,10,0
"外",14,0,20,24,5,12
"外気",0,0,0,1,0,0
"外国",5,0,1,0,1,0
"外需",1,0,0,0,0,0
"外出",3,0,0,0,2,8
"外食",2,0,0,0,2,0
"外的",1,0,0,0,0,0
"外部",5,0,0,3,0,0
"外来",3,0,0,0,0,0
"咳",0,0,0,0,0,3
"崖",2,0,0,0,0,0
"概観",1,0,0,0,0,0
"概算",0,0,0,1,0,0
"概念",3,0,1,7,0,0
"概要",2,0,0,1,1,2
"街",40,0,2,2,2,6
"該当",0,0,1,0,0,0
"柿",1,0,0,0,1,0
"各々",2,0,0,3,0,0
"各局",0,0,0,0,1,0
"各校",0,0,0,2,0,0
"各国",0,0,0,3,0,0
"各社",3,0,0,0,0,0
"各種",3,0,0,2,0,1
"各地",3,0,0,1,2,1
"拡",4,0,0,0,0,0
"拡散",1,0,0,1,0,0
"拡充",0,0,0,1,0,0
"拡大",16,0,2,7,2,12
"格差",1,0,3,2,2,4
"格段",1,0,0,1,0,1
"核",0,0,1,4,0,0
"殻",1,0,0,0,0,0
"獲得",4,0,1,0,0,1
"確か",1,0,0,1,0,2
"確実",1,0,2,3,1,0
"確定",0,0,1,1,0,0
"確度",0,0,0,1,0,0
"確認",4,0,5,0,2,9
"確保",6,0,1,4,0,1
"確率",0,0,0,1,0,0
"確立",2,0,0,1,1,1
"覚悟",1,0,0,0,1,0
"角栄",1,0,0,0,0,0
"角度",1,0,0,0,0,0
"隔たり",1,0,0,0,0,2
"革新",9,0,0,2,0,2
"革命",8,1,15,0,0,0
"学",11,0,0,2,0,0
"学び",2,0,0,17,0,0
"学び舎",0,0,0,2,0,0
"学院",0,0,0,1,0,0
"学園",0,0,0,1,0,0
"学期",1,0,0,0,0,0
"学校",10,0,0,55,1,5
"学者",1,0,0,2,0,0
"学習",3,0,1,10,0,1
"学術",2,0,0,0,0,0
"学生",42,0,7,16,3,19
"学長",0,0,0,1,0,0
"学童",0,0,6,0,0,0
"学年",3,0,0,1,0,1
"学費",0,0,0,1,0,1
"学部",0,0,0,5,0,0
"学力",0,0,1,1,0,0
"学歴",0,0,0,1,0,0
"楽",9,0,0,0,0,0
"楽しい",8,0,0,4,0,0
"楽しみ",1,0,0,3,0,0
"楽天",10,0,1,0,0,0
"額",9,0,0,4,0,4
"額面",0,0,0,1,0,0
"割",7,0,9,3,2,8
"割り",0,0,2,0,0,0
"割愛",1,0,0,0,0,0
"割引",0,0,0,0,0,9
"割引き",0,0,0,0,0,1
"割合",4,0,36,1,0,0
"括弧",1,0,0,0,0,0
"活気",3,0,1,2,0,5
"活性",4,0,0,23,4,7
"活動",37,0,4,36,0,17
"活発",1,1,2,1,0,0
"活躍",10,0,1,5,0,0
"活用",20,0,6,11,6,10
"渇望",0,0,0,0,0,1
"葛藤",0,1,0,0,0,0
"株",2,0,0,1,0,0
"株価",1,0,1,0,0,0
"株式",1,0,1,0,0,0
"株式会社",39,0,1,2,9,0
"㈱",0,0,0,0,1,0
"鎌谷",0,0,0,0,1,0
"乾燥",2,0,0,0,0,0
"冠婚葬祭",0,0,0,0,0,2
"寒い",1,0,0,0,1,0
"寒流",0,0,0,0,1,0
"刊",1,0,0,0,0,0
"勘違い",0,0,0,1,0,0
"勧め",1,0,0,0,0,0
"巻末",1,0,0,0,0,0
"喚起",0,0,0,0,0,1
"堪能",0,0,0,0,0,1
"完結",0,0,0,1,0,0
"完成",0,0,0,4,0,0
"完全",0,0,8,1,1,0
"完売",0,0,0,0,0,1
"完備",0,0,0,1,0,0
"完了",1,0,0,0,0,0
"官公庁",1,0,0,0,0,0
"官房",0,0,2,0,0,0
"寛容",1,0,0,0,0,0
"患者",0,0,1,2,2,2
"感",9,0,0,7,1,2
"感じ",0,0,0,2,0,0
"感覚",4,0,0,2,0,1
"感激",0,0,0,0,1,0
"感謝",0,0,0,2,0,1
"感情",2,0,0,1,0,0
"感染",28,0,25,12,1,38
"感想",5,0,0,0,1,0
"感銘",0,0,0,1,0,0
"慣行",1,0,0,0,0,0
"慣習",1,0,0,0,0,0
"換気",2,0,0,1,0,2
"換算",1,0,0,0,0,0
"柑橘",0,0,0,0,1,0
"歓迎",0,0,0,0,0,1
"漢字",1,0,0,0,0,0
"環境",20,1,8,34,2,9
"環境省",1,0,0,0,0,0
"監視",0,0,0,1,0,0
"監修",1,0,0,0,0,0
"監督",2,0,0,0,0,0
"看護",0,0,4,15,0,1
"看板",1,0,0,0,0,0
"管理",14,0,0,10,0,1
"簡易",0,0,0,0,2,0
"簡潔",1,0,0,0,0,0
"簡単",15,0,1,3,0,1
"簡略",2,0,0,0,0,0
"緩やか",0,0,1,0,0,0
"緩和",3,0,0,1,0,0
"肝",1,0,0,0,0,0
"肝心",1,0,0,0,0,0
"観",1,1,0,16,0,3
"観光",56,0,3,4,3,29
"観点",3,1,3,3,0,1
"還元",22,0,0,0,0,1
"還流",0,0,0,1,0,0
"間",7,0,12,5,2,11
"間違い",5,0,1,2,0,1
"間隔",1,0,0,0,0,2
"間口",0,0,0,1,0,0
"間接",4,0,0,2,0,1
"閑散",2,0,0,0,0,0
"関",1,0,0,3,0,0
"関わり",0,0,3,0,0,0
"関係",8,1,15,16,3,1
"関心",0,0,0,2,0,1
"関心事",0,0,0,1,0,0
"関西",0,0,1,2,0,0
"関節",0,0,0,0,0,1
"関東",1,0,0,0,0,0
"関連",7,0,1,1,0,0
"韓国",0,0,0,0,0,1
"館",3,0,0,1,0,2
"丸亀",1,0,0,0,0,0
"玩具",0,0,0,1,0,0
"岩",2,0,0,0,0,1
"岩井",7,0,0,0,0,0
"岩村",6,0,0,0,0,0
"岩美",3,0,0,0,0,6
"顔",7,0,0,2,0,1
"顔ぶれ",0,1,0,1,0,0
"願い",1,0,0,0,0,0
"企画",3,0,1,5,3,1
"企業",128,0,37,55,5,15
"危",1,0,0,0,0,0
"危機",1,0,3,2,0,1
"危険",2,0,0,1,1,0
"喜ばしい",0,0,0,0,0,1
"喜び",0,0,0,1,0,0
"器",2,0,0,0,0,0
"器官",0,0,0,0,0,1
"器具",1,0,0,0,0,0
"基",3,0,3,5,1,3
"基幹",2,0,0,1,0,0
"基金",1,0,0,0,0,0
"基氏",1,0,0,0,0,0
"基軸",0,0,0,1,0,0
"基準",5,0,0,3,2,0
"基礎",0,0,1,2,0,1
"基盤",1,0,1,1,0,0
"基本",16,0,5,8,0,6
"奇跡",1,0,0,0,2,0
"奇妙",0,0,0,1,0,0
"嬉しい",2,0,1,6,3,0
"寄稿",0,0,0,1,4,0
"寄付",0,0,0,1,0,2
"寄与",2,0,0,0,0,0
"希少",0,0,0,1,0,0
"希望",9,0,6,3,1,7
"幾何",0,0,0,1,0,0
"揮発",1,0,0,0,0,0
"机",2,0,0,0,0,0
"机上",0,0,0,1,0,0
"既",0,0,0,2,0,0
"既製",2,0,0,0,0,0
"既存",4,0,0,2,1,1
"既得",0,0,0,1,0,0
"期",6,1,0,1,2,1
"期間",17,0,4,0,1,12
"期限",2,0,0,0,0,9
"期生",0,0,0,0,1,0
"期待",6,0,2,7,0,1
"機",6,0,0,1,2,0
"機会",16,0,4,14,15,3
"機械",7,1,1,0,0,1
"機関",9,0,3,5,0,3
"機器",3,0,0,1,0,0
"機構",5,0,0,1,0,2
"機種",1,0,0,0,0,0
"機動",0,0,0,1,0,0
"機能",23,0,0,8,0,0
"機密",1,0,0,0,0,0
"帰",0,0,0,1,0,0
"帰郷",0,0,1,0,0,0
"帰国",0,0,0,0,0,2
"帰着",0,0,0,1,0,0
"気",14,0,3,9,3,5
"気鋭",1,0,0,0,0,0
"気温",0,0,1,0,0,0
"気軽",2,0,0,1,0,0
"気軽い",1,0,0,0,0,0
"気候",0,0,1,1,0,0
"気持ち",2,0,1,0,0,0
"気持ちよい",0,0,0,0,0,1
"気象庁",0,0,1,0,0,0
"気分",0,0,0,0,1,0
"気味",0,0,0,1,0,0
"汽車",0,0,1,1,0,0
"季節",0,0,0,1,0,1
"規制",6,0,0,1,0,1
"規定",1,0,0,0,0,1
"規模",9,0,7,6,0,1
