"","business.txt","culture.txt","datademirutottori.txt","opinion.txt","press_release.txt","public.txt"
"志学",0,0,0,3,0,0
"志向",1,0,0,1,0,0
"志望",0,0,1,0,0,0
"思い",6,1,0,1,4,0
"思い出",0,0,0,0,0,2
"思考",19,0,1,5,0,0
"思想",1,1,0,0,0,0
"指",1,0,0,0,0,1
"指示",1,0,1,1,0,0
"指針",0,0,0,0,0,1
"指数",0,0,4,0,0,0
"指定",2,0,3,2,0,3
"指摘",4,0,0,6,0,0
"指導",1,0,0,5,0,1
"指標",4,0,4,1,0,0
"指名",1,0,0,0,0,0
"支援",14,0,12,15,1,64
"支給",4,0,0,0,0,2
"支持",2,0,0,0,0,0
"支出",7,0,0,0,0,1
"支配",1,0,0,0,0,0
"支払い",11,0,0,0,0,0
"施工",1,0,0,0,0,0
"施策",1,0,1,6,0,6
"施設",6,0,3,3,2,15
"旨",0,0,0,1,0,0
"旨味",0,0,0,0,1,0
"枝葉",0,0,0,1,0,0
"死",0,0,0,2,0,0
"死者",0,0,0,1,0,0
"氏",10,0,0,1,8,0
"氏名",0,0,0,5,0,0
"私",80,0,23,126,10,15
"私企業",0,0,1,0,0,0
"私見",0,0,0,1,0,0
"私生活",1,0,0,0,0,0
"私服",1,0,0,0,0,0
"私用",1,0,0,0,0,0
"私立",1,0,0,5,0,1
"糸",1,0,0,0,0,0
"紙",6,0,0,4,0,5
"紙幣",1,0,0,0,0,0
"至極",1,0,0,0,0,0
"至難",1,0,0,0,0,0
"視",1,0,4,2,0,0
"視覚",1,0,0,0,0,0
"視座",1,0,0,0,0,0
"視察",0,0,0,2,0,0
"視聴",7,0,0,1,0,0
"視点",15,0,7,10,0,0
"視野",4,0,5,5,0,0
"試し",0,0,0,0,1,0
"試み",0,0,0,2,0,0
"試飲",0,0,0,0,2,0
"試験",2,0,0,0,0,0
"試行",0,0,0,2,0,0
"試行錯誤",1,0,0,0,0,0
"誌",0,0,0,0,0,1
"資格",3,0,0,1,0,0
"資機材",0,0,0,2,0,0
"資金",9,0,0,4,0,1
"資金繰り",3,0,0,0,0,0
"資源",7,0,0,8,0,1
"資源エネルギー庁",1,0,0,0,0,0
"資産",6,0,2,0,0,0
"資質",0,0,0,1,0,0
"資本",5,0,0,4,0,0
"資料",6,0,2,0,0,0
"歯がゆい",0,0,0,0,0,1
"歯止め",0,0,3,1,0,0
"事",16,0,2,5,1,3
"事案",0,0,0,1,0,0
"事業",79,0,34,21,1,26
"事業主",0,0,0,2,0,0
"事件",3,0,0,2,0,0
"事故",2,0,1,0,0,1
"事項",0,0,0,0,0,1
"事実",6,0,6,4,1,6
"事象",1,0,0,2,0,0
"事情",2,0,0,1,0,0
"事前",2,0,0,1,2,0
"事態",5,0,0,9,0,6
"事柄",1,0,0,0,0,0
"事務",2,0,1,0,0,0
"事務所",2,0,0,3,4,0
"事例",5,0,3,4,1,3
"児",1,0,0,0,0,3
"児童",1,0,1,0,0,2
"字",1,0,2,2,0,0
"字詰め",1,0,0,0,0,0
"寺",1,0,0,0,0,0
"持ち帰り",0,0,0,0,0,1
"持株",0,0,0,1,0,0
"持参",0,0,0,0,0,2
"持続",1,0,0,3,0,0
"時",26,1,5,47,3,10
"時価",0,0,0,2,0,0
"時間",75,0,6,12,4,26
"時期",9,0,0,8,2,4
"時給",0,0,0,0,0,1
"時限",0,0,0,1,0,0
"時差",0,0,0,2,0,1
"時代",14,4,3,35,0,2
"時点",3,0,8,3,3,6
"次",29,0,44,5,0,6
"次回",2,0,0,0,0,0
"次世代",1,0,0,4,0,0
"次第",0,0,0,1,0,3
"治安",3,0,0,0,0,0
"治癒",0,0,0,1,0,0
"治療",1,0,0,0,1,1
"耳",4,0,3,2,0,2
"自ら",0,0,1,5,1,0
"自家用",0,0,0,1,0,0
"自家用車",1,0,19,1,0,0
"自戒",0,0,0,1,0,0
"自覚",1,0,0,0,0,0
"自給",0,0,0,1,0,0
"自己",3,1,0,30,0,1
"自治",1,0,1,0,0,0
"自治体",4,0,12,5,1,9
"自社",1,0,0,0,0,0
"自主",0,0,1,1,0,0
"自粛",6,0,0,6,1,13
"自助",1,0,0,0,0,0
"自信",2,0,0,3,0,0
"自身",12,0,1,12,1,3
"自責",0,0,0,1,0,0
"自然",13,0,16,9,0,16
"自体",2,0,2,1,0,0
"自宅",4,0,1,1,1,4
"自転車",0,0,1,0,0,1
"自動",7,0,2,1,0,0
"自動車",9,0,3,2,0,0
"自動的",2,0,0,0,0,0
"自発",2,0,0,4,0,0
"自負",1,0,0,0,1,0
"自分",56,0,2,69,2,0
"自問自答",0,0,0,1,0,0
"自由",2,1,0,9,0,0
"自律",2,0,0,1,0,0
"自立",4,0,0,0,0,0
"辞任",1,0,0,0,0,0
"鹿",0,0,0,0,2,0
"式",3,0,1,1,0,0
"軸",34,0,0,17,0,0
"執行",0,0,0,1,0,0
"執念",0,0,0,1,0,0
"執筆",1,0,0,2,0,0
"失業",0,0,22,0,0,1
"失敗",0,0,0,4,0,0
"失望",0,0,0,1,0,0
"室",2,0,1,3,2,1
"疾患",1,0,0,1,0,0
"質",4,0,0,9,0,0
"質素",1,0,0,0,0,0
"質問",15,0,5,20,3,0
"実家",0,0,0,1,0,0
"実感",0,0,0,1,0,0
"実業",0,0,0,1,1,0
"実験",0,0,0,1,0,0
"実現",8,0,0,11,0,0
"実行",1,0,0,6,0,0
"実施",18,0,2,10,4,11
"実質",0,0,0,2,0,2
"実社会",0,0,0,1,0,0
"実証",2,0,0,0,0,0
"実績",5,0,0,4,0,0
"実戦",0,0,0,1,0,0
"実践",4,0,0,4,2,3
"実装",13,0,0,0,0,0
"実体験",1,0,0,0,0,0
"実態",1,0,0,0,0,0
"実直",3,0,0,0,0,0
"実費",0,0,0,1,0,0
"舎",1,0,0,2,0,0
"写真",15,0,0,1,1,0
"斜め",1,0,0,0,0,0
"斜陽",1,0,0,0,0,0
"社",7,0,1,3,0,0
"社員",15,0,0,9,2,0
"社屋",1,0,0,0,0,0
"社会",25,1,21,45,0,9
"社外",1,0,0,0,1,0
"社宅",1,0,0,0,0,0
"社団",2,1,0,0,0,0
"社長",18,0,0,0,3,0
"社内",6,0,0,1,1,1
"社名",1,0,0,0,1,0
"者",71,3,56,46,17,58
"車",4,0,10,3,0,1
"車掌",0,0,0,1,0,0
"車両",1,0,0,0,0,0
"借り換え",0,0,0,0,0,1
"借り入れ",1,0,0,0,0,0
"借金",1,0,0,0,0,0
"借入",0,0,0,0,0,2
"借入金",0,0,1,0,0,0
"酌",0,0,0,0,0,1
"若い",6,0,9,2,0,2
"若桜",0,0,1,0,0,8
"若者",6,0,26,8,3,6
"若手",0,0,0,0,0,1
"若年",0,0,4,5,0,0
"若葉台",1,0,0,0,0,0
"若葉台南",2,0,0,0,0,0
"弱い",1,0,0,0,0,1
"主",17,0,3,3,0,2
"主眼",0,0,0,1,0,0
"主義",0,0,0,2,0,0
"主催",2,0,0,2,0,1
"主軸",0,0,0,5,0,0
"主従",1,0,0,0,0,0
"主人公",1,0,0,0,0,0
"主体",2,0,0,5,0,1
"主体性",0,0,0,1,0,0
"主張",1,0,0,1,0,1
"主導",1,0,0,0,0,0
"主任",0,0,0,6,0,0
"主婦",2,0,0,0,0,3
"主要",0,0,1,1,0,2
"主流",1,0,1,0,0,0
"主力",0,0,0,1,0,0
"取り",3,0,0,0,0,0
"取り扱い",0,0,0,0,0,1
"取り消し",4,0,0,0,0,1
"取り組み",38,0,15,20,0,65
"取扱",0,0,0,0,1,1
"取引",2,0,0,1,0,0
"取材",9,0,1,1,1,0
"取組",0,0,2,0,0,0
"取締役",9,0,0,0,4,0
"取得",3,0,1,1,0,0
"手",7,2,3,8,1,4
"手すり",1,0,0,0,0,0
"手づくり",1,0,0,0,0,0
"手間",3,0,0,0,0,0
"手軽",4,1,0,0,0,1
"手軽い",1,0,0,0,0,0
"手元",1,0,0,0,0,1
"手厚い",0,0,0,0,0,1
"手頃",1,0,0,0,0,0
"手仕事",0,2,0,0,0,0
"手持ち",1,0,0,0,0,0
"手取り",1,0,0,0,0,0
"手書き",0,0,0,1,0,0
"手助け",2,0,2,0,1,0
"手拭き",1,0,0,0,0,0
"手数料",1,0,0,0,0,0
"手洗い",3,0,0,0,0,5
"手足",1,0,0,0,0,0
"手続",0,0,0,0,0,1
"手続き",2,0,0,0,0,1
"手打ち",0,0,0,0,0,2
"手袋",2,0,0,0,0,0
"手段",6,0,2,5,0,1
"手伝い",0,0,0,1,0,0
"手法",0,0,0,5,0,0
"手立て",0,0,0,1,0,0
"種",1,0,0,1,0,0
"種まき",0,0,0,0,1,0
"種子",0,0,0,0,0,1
"種別",0,0,1,0,0,0
"種類",12,0,0,0,0,0
"趣向",0,0,0,1,0,0
"趣味",0,0,1,8,0,0
"酒",1,0,0,0,11,0
"酒税",2,0,0,0,0,0
"首位",0,0,0,1,0,0
"首相",0,0,0,1,0,0
"首都",1,0,1,0,0,0
"受け身",0,0,0,1,0,0
"受け入れ",1,0,0,0,0,0
"受験",0,0,0,11,0,0
"受験生",0,0,0,1,0,0
"受講",3,0,0,0,0,0
"受賞",1,0,0,3,0,0
"受診",0,0,0,4,0,0
"受託",2,0,0,0,0,0
"受注",7,0,0,2,0,0
"受付",1,0,0,0,0,0
"寿司",0,0,0,0,0,1
"授業",70,0,1,34,0,0
"授精",0,0,0,0,0,1
"授乳",0,0,0,0,0,1
"樹木",1,0,0,0,0,0
"需要",4,0,4,1,1,1
"収益",2,0,0,1,0,0
"収穫",1,0,0,1,1,0
"収集",2,0,0,1,0,0
"収束",2,0,1,1,0,2
"収入",7,0,0,1,0,6
"収容",1,0,0,1,0,0
"周り",7,0,0,2,1,0
"周囲",0,0,0,1,0,0
"周知",1,0,0,0,0,0
"周年",0,0,0,1,0,0
"周辺",0,0,1,1,0,0
"周遊",2,0,0,0,0,0
"就学",0,0,0,2,0,1
"就活",41,0,1,0,0,0
"就業",0,0,3,1,0,0
"就職",36,0,31,13,0,8
"就任",1,0,0,1,1,0
"就労",1,0,0,0,0,0
"修正",1,0,0,0,0,0
"修二",1,0,0,0,0,0
"修復",1,0,0,0,0,0
"秀",1,0,0,0,0,0
"秀一郎",2,0,0,0,0,0
"秋",1,0,0,1,0,1
"秋田",0,0,2,0,0,2
"終身",0,0,0,1,0,0
"終了",11,0,2,2,0,3
"終焉",0,0,0,2,0,0
"習慣",6,0,2,0,0,0
"週",1,0,3,0,0,5
"週間",5,0,3,0,0,5
"週末",0,0,0,2,0,0
"集",6,0,0,0,0,0
"集い",0,0,0,1,0,0
"集まり",0,0,0,1,0,0
"集め",0,0,0,1,0,0
"集計",1,0,0,0,0,0
"集結",0,0,0,1,0,0
"集合",0,0,0,3,0,0
"集団",0,0,0,0,1,0
"集中",9,0,1,3,1,1
"集約",1,0,0,0,0,0
"集落",0,0,0,4,0,0
"住",1,0,15,0,0,0
"住まい",0,0,1,0,2,2
"住環境",1,0,0,0,0,0
"住所",0,0,0,0,1,0
"住宅",3,0,3,0,0,3
"住民",7,0,4,8,4,2
"充血",0,0,0,0,0,1
"充実",14,0,1,2,2,8
"充分",0,0,0,1,0,0
"十",1,0,2,2,0,0
"十分",4,0,0,7,1,1
"従業",29,0,1,3,0,0
"従兄",0,0,0,2,0,0
"従事",0,0,0,1,0,0
"従来",3,0,0,2,0,0
"柔軟",5,0,2,2,0,0
"渋谷",0,0,0,0,1,0
"縦",4,0,0,0,0,0
"縦横",5,0,0,0,0,0
"重い",1,0,0,0,1,0
"重き",1,0,0,0,0,0
"重たい",1,0,0,0,0,0
"重工業",0,0,1,0,0,0
"重視",3,0,5,2,0,0
"重症",0,0,0,0,0,8
"重大",0,0,0,1,0,0
"重点",0,0,3,0,0,0
"重宝",1,0,0,0,0,0
"重要",24,0,0,9,2,1
"宿",1,0,0,0,0,0
"宿題",0,0,0,1,0,0
"宿泊",0,0,10,0,1,8
"祝",0,0,0,0,0,1
"祝日",0,0,0,0,0,2
"縮小",2,0,1,1,0,0
"縮図",1,0,0,0,0,0
"塾",0,0,0,5,0,0
"熟知",0,0,0,0,1,0
"熟練",1,0,0,0,0,0
"出",1,0,0,0,0,0
"出し",0,0,0,1,0,0
"出だし",1,0,0,0,0,0
"出演",1,0,0,1,1,0
"出荷",1,0,0,0,0,0
"出会い",0,0,0,1,5,0
"出勤",1,0,0,1,0,0
"出口",0,0,0,1,0,0
"出産",1,0,1,1,0,1
"出資",1,0,0,0,0,0
"出所",1,0,0,0,0,0
"出身",5,0,1,10,1,3
"出世",0,0,0,1,0,0
"出生",0,0,0,3,0,1
"出前",5,0,0,0,0,1
"出張",3,0,0,0,0,2
"出典",1,0,0,0,0,0
"出店",2,0,0,0,0,8
"出入",0,0,1,0,0,0
"出版",0,0,0,1,0,1
"出来事",1,0,0,1,0,0
"術",0,0,0,1,0,0
"俊博",2,0,0,0,0,0
"春",1,0,0,0,0,0
"春夏秋冬",0,0,0,0,1,0
"春休み",0,0,1,1,0,0
"春先",0,0,0,0,0,1
"瞬間",0,0,0,1,0,0
"循環",1,0,1,1,0,0
"旬",0,0,0,1,0,1
"旬刊",11,0,0,0,4,0
"準備",4,0,1,1,1,0
"潤い",0,0,0,0,1,0
"純粋",0,0,0,1,0,0
"順",0,0,1,0,0,1
"順位",2,0,7,0,0,0
"順序",0,0,0,1,0,0
"順番",0,0,2,1,0,0
"処罰",1,0,0,0,0,0
"処理",3,0,0,0,0,0
"初",0,0,1,1,3,2
"初め",2,0,1,3,0,1
"初回",1,0,0,0,0,0
"初期",0,0,0,0,0,2
"初心者",2,0,0,0,0,0
"初頭",0,0,0,1,0,0
"所",8,1,27,3,0,6
"所在地",4,0,1,0,1,0
"所掌",0,0,0,1,0,0
"所属",0,0,0,8,0,1
"所長",0,0,0,3,0,0
"所得",12,0,9,5,0,2
"所有",2,0,6,1,0,0
"書",3,0,0,4,0,0
"書籍",16,0,0,0,0,0
"書評",1,0,0,0,0,0
"書房",1,0,0,0,0,0
"書類",1,0,0,0,0,1
"諸説",1,0,0,0,0,0
"助け",1,0,0,2,0,1
"助言",0,0,0,1,0,0
"助成",6,0,2,3,0,18
"女性",16,0,18,9,0,19
"序幕",0,0,0,1,0,0
"除",3,0,0,2,0,0
"傷害",1,0,0,0,0,0
"償却",1,0,0,0,0,0
"勝手",3,0,0,1,0,0
"勝負",0,0,0,3,0,0
"商",1,0,0,0,0,0
"商業",2,0,1,0,0,0
"商工",0,1,0,1,0,0
"商談",4,0,0,1,1,0
"商店",13,0,1,0,0,2
"商売",1,0,0,0,0,0
"商標",1,0,0,0,0,0
"商品",23,0,1,1,7,21
"商用",1,0,0,0,0,0
"奨学",0,0,2,2,0,30
"将",0,0,0,4,0,0
"将軍",0,0,0,0,1,0
"将来",7,0,4,6,1,2
"小",0,0,0,1,0,0
"小さい",7,0,5,7,0,1
"小学",0,0,0,1,0,0
"小学校",3,0,2,6,0,0
"小学生",0,0,3,2,0,0
"小規模",0,0,0,1,0,1
"小型",1,0,0,0,0,0
"小児",0,0,0,0,0,2
"小中",1,0,0,1,0,0
"小売",3,0,3,0,0,0
"小売り",0,0,2,0,0,0
"小麦",0,0,0,0,2,0
"小麦粉",0,0,0,0,1,0
"小判",0,0,0,0,0,3
"小柄",1,0,0,0,0,0
"少ない",28,0,30,8,5,8
"少子",3,0,2,4,0,0
"少子化",1,0,1,0,0,1
"床",3,0,0,0,0,0
"承継",0,0,0,1,0,5
"承知",1,0,0,0,0,0
"承認",0,0,0,1,0,0
"招へい",0,1,0,0,0,0
"昇華",0,0,0,1,0,0
"昭博",0,1,0,0,0,0
"昭和",1,0,0,0,0,0
"松浦",6,0,0,0,0,0
"松屋",1,0,0,0,0,0
"松山",0,0,0,0,0,2
"松葉",0,0,0,0,9,0
"消化",1,0,0,0,0,0
"消極",0,0,0,2,0,0
"消失",1,0,0,0,0,0
"消毒",4,0,0,0,0,2
"消費",27,1,4,0,0,6
"消防",1,0,0,0,0,0
"消滅",0,0,18,1,0,1
"消耗",1,0,0,0,0,0
"焼き魚",0,0,0,1,0,0
"焼き肉",0,0,0,0,0,1
"焼肉",0,0,0,0,0,5
"焦点",1,0,1,0,0,0
"照明",1,0,0,0,0,0
"症",4,0,5,4,0,4
"症状",0,0,0,0,0,15
"症例",0,0,0,0,0,1
"省",6,0,20,7,0,4
"章",0,0,0,1,0,2
"笑",1,0,0,4,1,2
"笑い",0,0,0,1,0,0
"笑顔",0,0,0,1,0,0
"紹介",70,1,18,14,1,42
"肖像",1,0,0,0,0,0
"証拠",3,0,0,0,0,0
"証跡",1,0,0,0,0,0
"証明",2,0,0,0,0,1
"詳しい",6,0,4,1,0,2
"詳細",9,0,0,1,1,20
"詳論",0,0,0,1,0,0
"象限",5,0,0,0,0,0
"象徴",1,0,0,0,0,0
"賞",3,0,0,3,0,0
"賞状",1,0,0,0,0,0
"賞与",1,0,0,0,0,0
"障害",2,0,0,1,0,0
"上",26,0,12,17,1,10
"上がり",2,0,0,0,0,0
"上げ",0,0,0,7,4,0
"上と下",1,0,0,0,0,0
"上位",3,0,7,0,0,5
"上下",0,0,1,0,0,0
"上記",3,0,4,5,3,3
"上限",1,0,0,0,0,6
"上司",4,0,0,2,0,0
"上質",0,0,0,0,0,1
"上手",0,0,0,0,0,1
"上手い",10,0,4,0,0,2
"上昇",2,0,25,0,0,1
"上層",0,0,0,1,0,0
"丈夫",1,0,0,0,0,0
"城",1,0,0,8,0,0
"城下町",1,0,0,0,0,0
"城跡",0,0,0,0,0,1
"城北",0,0,0,41,0,0
"場",10,0,0,14,5,7
"場合",25,0,2,19,1,10
"場所",8,0,3,4,6,3
"場面",6,0,0,2,0,1
"常時",0,0,0,1,0,0
"常識",4,0,0,0,0,0
"常態",0,0,0,2,0,0
"情けない",0,0,0,1,0,0
"情勢",0,0,0,2,0,1
"情報",53,0,17,33,4,12
"条",3,0,0,0,0,1
"条件",3,0,1,1,0,3
"条約",0,0,0,0,0,1
"条例",0,0,0,0,0,6
"状",1,0,0,0,0,0
"状況",31,0,19,13,3,10
"状態",12,0,0,4,3,2
"蒸気",0,0,1,0,0,0
"植物",6,0,0,0,0,0
"職",2,0,1,4,0,0
"職位",0,0,0,1,0,0
"職域",0,0,0,0,0,2
"職員",2,0,0,1,1,0
"職業",1,0,0,2,0,0
"職種",0,0,0,3,0,1
"職場",4,0,0,4,0,1
"職責",0,0,0,1,0,0
"職務",0,0,0,2,0,0
"色",0,0,0,2,1,0
"色合い",0,0,0,0,1,0
"色々",2,0,2,0,0,0
"色分け",0,0,1,0,0,0
"触覚",0,0,0,1,0,0
"食",8,0,1,0,1,0
"食いっぱぐれ",1,0,0,0,0,0
"食べ物",1,0,1,1,0,0
"食材",3,0,1,1,4,4
"食事",7,0,0,0,2,15
"食傷",0,0,0,1,0,0
"食卓",0,0,0,0,1,0
"食堂",0,0,0,0,2,5
"食品",7,0,0,0,0,1
"食料",2,0,0,1,0,0
"伸び",2,0,2,0,0,0
"伸治",1,0,1,0,0,1
"信奉",1,0,0,0,0,0
"信用",1,0,0,2,0,0
"信頼",3,0,0,3,0,0
"侵害",1,0,0,0,0,0
"寝台",1,0,0,0,0,0
"審議",0,0,0,0,0,1
"心",2,0,0,17,0,0
"心意気",2,0,0,0,0,0
"心強い",0,0,0,1,0,0
"心筋梗塞",1,0,0,0,0,0
"心構え",2,0,0,1,0,0
"心身",0,0,0,2,0,0
"心臓",1,0,0,0,0,0
"心地",3,0,0,1,0,0
"心配",3,0,2,0,0,0
"心理",2,0,0,3,0,0
"慎重",3,0,0,0,0,0
"振り",1,0,0,0,0,0
"振り分け",0,0,0,0,0,1
"振興",0,0,0,6,0,9
"振替",1,0,0,0,0,0
"新しい",18,0,2,18,14,18
"新た",11,1,0,8,4,3
"新鋭",1,0,0,0,0,0
"新潟",0,0,1,0,0,0
"新規",6,0,0,3,0,0
"新型",34,0,24,9,10,54
"新婚",1,0,0,0,0,0
"新人",0,1,0,0,0,0
"新設",0,0,0,1,1,0
"新鮮",0,0,0,0,0,1
"新卒",7,0,0,1,0,0
"新入",1,0,0,0,0,0
"新富",1,0,0,0,0,0
"新聞",1,0,0,1,0,0
"森",0,0,0,0,0,4
"森林",0,0,2,0,0,0
"浸透",9,0,2,1,0,0
"深い",4,0,1,1,2,1
"深刻",2,0,1,1,1,1
"申",1,0,0,0,0,0
"申し込み",2,0,0,1,0,7
"申請",6,0,0,1,0,2
"真",2,0,0,3,0,0
"真っ先",1,0,0,1,0,0
"真偽",0,0,0,1,0,0
"真剣",0,0,0,3,0,0
"真似",0,0,0,1,1,0
"真正面",0,0,0,0,0,1
"真鯛",0,0,0,1,0,0
"真二",3,0,0,0,0,0
"真面目",2,0,0,1,0,0
"神",0,0,0,3,0,0
"神隠し",1,0,0,0,0,0
"神戸大学",0,0,0,1,0,0
"神社",1,0,0,0,0,0
"神奈川",0,0,1,1,0,1
"親",1,0,0,5,0,1
"親会社",2,0,0,0,0,0
"親御",0,0,0,1,0,0
"親孝行",0,0,0,2,0,0
"親子",0,0,0,5,0,1
"親戚",0,0,0,1,0,0
"親族",0,0,0,0,0,2
"親等",0,0,0,0,0,1
"診断",2,0,0,0,0,0
"診療",0,0,0,6,0,0
"身",3,0,0,10,6,0
"身の回り",0,1,0,0,2,0
"身の程",0,0,0,1,0,0
"身近",0,0,2,0,0,1
"身勝手",0,0,0,1,0,0
"身体",0,0,0,0,0,1
"身動き",1,0,0,0,0,0
"辛い",1,0,0,1,0,0
"進化",2,0,0,0,0,0
"進学",2,0,0,20,0,2
"進学校",0,0,0,2,0,0
"進行",4,0,0,3,0,1
"進出",4,0,4,0,0,5
"進捗",1,0,0,0,0,0
"進呈",5,0,0,0,0,0
"進展",0,0,0,2,0,0
"進歩",0,2,1,0,0,0
"進路",0,0,1,6,0,0
"針",1,0,0,0,0,0
"震災",1,0,0,0,0,0
"震撼",0,0,0,1,0,0
"人",143,5,64,124,21,58
"人となり",0,0,0,1,0,0
"人間",2,3,0,11,0,0
"人気",2,0,1,0,0,6
"人件",3,0,0,0,0,0
"人口",17,0,145,25,3,2
"人工",0,0,0,2,0,1
"人工芝",0,0,0,1,0,0
"人込み",0,0,0,0,0,1
"人材",19,0,0,15,0,1
"人事",4,0,0,0,0,0
"人手",5,0,4,1,0,1
"人々",10,0,3,5,0,0
"人数",4,0,2,0,0,2
"人生",3,0,0,16,0,0
"人前",0,0,0,1,0,0
"人達",3,0,0,1,0,0
"人通り",0,0,0,0,0,1
"人的",0,0,0,1,0,0
"人物",6,0,0,1,0,0
"人柄",0,0,0,2,0,0
"人望",1,0,0,0,0,0
"人類",0,0,0,1,0,0
"仁木",1,0,0,0,0,0
"塵",0,0,0,1,0,0
"尽力",2,0,0,0,0,0
"迅速",4,0,0,0,0,0
"陣",1,0,0,0,0,0
"図",1,0,11,2,0,0
"図鑑",6,0,0,0,0,0
"図形",0,0,0,1,0,0
"図書",1,0,0,0,0,0
"図版",1,0,0,0,0,0
"垂直",0,0,0,1,0,0
"推移",0,0,12,1,0,1
"推計",0,0,3,0,0,0
"推奨",0,0,0,1,0,1
"推進",10,1,4,7,1,3
"推薦",0,0,0,1,0,0
"推測",1,0,2,0,0,0
"推定",0,0,2,0,0,0
"水",5,0,0,0,0,6
"水産",1,0,0,3,1,1
"水質",0,0,0,1,0,0
"水準",2,0,1,4,0,0
"水分",0,0,0,0,1,0
"水木",0,0,0,0,0,1
"水揚げ",0,0,0,0,1,0
"水曜日",0,0,0,1,0,0
"睡眠",28,0,0,0,0,0
"衰退",5,0,0,4,0,0
"随一",0,0,0,1,0,0
"随時",1,0,0,0,1,0
"瑞",1,0,0,0,0,0
"数",15,0,47,22,13,24
"数学",0,0,0,8,0,0
"数字",2,0,2,7,0,0
"数式",0,0,0,1,0,0
"数々",2,0,0,2,0,0
"数多い",3,0,0,0,1,0
"数値",2,0,16,1,1,0
"数量",1,0,0,0,0,0
"杉",0,0,0,0,0,3
"寸前",1,0,0,0,0,0
"寸断",1,0,0,0,0,0
"世の中",2,0,2,6,0,1
"世界",17,0,5,30,7,6
"世界一",6,0,0,0,0,0
"世界中",2,0,1,3,1,1
"世間",0,0,1,0,0,1
"世紀",1,1,2,6,1,0
"世相",1,0,0,0,0,0
"世帯",6,0,4,0,0,20
"世代",40,0,11,6,0,2
"世論",1,0,0,0,0,0
"世話",0,0,1,0,0,0
"是非",6,0,3,3,1,6
"凄い",1,0,0,1,0,2
"制",3,0,1,1,0,1
"制限",4,0,1,0,0,1
"制御",1,0,0,0,0,0
"制作",2,1,1,0,7,0
"制定",1,0,0,0,0,5
"制度",10,0,12,17,0,24
"勢い",1,0,0,4,0,0
"性",58,0,29,39,6,8
"性質",2,0,0,0,0,0
"成り行き",0,0,0,4,0,0
"成り立ち",2,0,0,0,0,0
"成果",6,0,2,11,0,1
"成功",4,0,1,2,2,0
"成人",1,0,0,0,0,0
"成績",1,0,0,1,0,0
"成長",14,1,1,15,4,4
"成分",0,0,1,0,1,0
"成立",0,0,0,3,0,0
"政",0,0,1,0,0,0
"政経",13,0,0,0,4,0
"政策",5,0,7,12,0,7
"政志",1,0,0,0,0,0
"政治",1,0,0,0,0,0
"政府",4,0,2,1,1,3
"政令",0,0,1,0,0,0
"整頓",10,0,0,0,0,0
"整備",7,0,0,3,0,2
"整理",13,0,0,1,0,0
"星",3,0,0,0,2,0
"星取",1,0,1,0,0,0
"星野",2,0,0,0,0,0
"星野リゾート",1,0,0,0,0,0
"晴久",0,0,0,2,0,0
"正しい",4,0,1,1,0,2
"正確",1,0,0,0,0,1
"正紀",0,0,0,0,1,0
"正規",0,0,0,0,0,1
"正義",0,0,0,0,1,0
"正式",0,0,0,4,0,1
"正社員",0,0,0,1,0,0
"正樹",0,0,0,1,0,0
"正真正銘",0,0,0,0,1,0
"正体",0,0,0,2,0,0
"正直",0,0,0,3,0,0
"正当",1,0,0,0,0,0
"清潔",1,0,0,0,0,0
"清掃",3,0,0,3,0,0
"生",9,0,3,6,0,3
"生きがい",0,0,0,2,0,0
"生き甲斐",0,0,0,1,0,0
"生き方",0,1,0,2,0,0
"生まれ",0,0,0,2,1,1
"生育",2,0,0,0,0,0
"生涯",12,0,0,3,0,0
"生活",30,0,12,18,1,52
"生業",1,0,0,0,0,0
"生産",30,1,8,9,2,1
"生身",0,0,0,1,0,0
"生粋",1,0,0,3,0,0
"生成",2,0,0,1,0,0
"生存",0,0,0,1,0,0
"生態",3,0,0,0,0,0
"生地",0,0,1,0,0,0
"生田",0,0,0,1,0,0
"生徒",23,0,0,41,0,0
"生年月日",1,0,0,0,0,0
"生物",2,0,0,0,0,0
"生命",1,0,0,4,0,0
"生姜",0,0,0,0,1,0
"盛り上がり",0,0,1,0,0,0
"盛ん",3,0,1,1,0,0
"精神",2,0,0,2,0,0
"精通",0,0,0,1,0,0
"精度",3,0,0,0,0,0
"精密",0,0,0,1,0,0
"声",9,0,1,9,5,2
"製",1,0,0,0,0,0
"製材",2,0,0,0,0,0
"製作",0,0,0,1,0,0
"製造",17,0,3,2,1,1
"製品",5,0,0,0,0,1
"西",0,0,0,0,0,1
"西粟倉",1,0,0,0,0,0
"西欧",0,0,0,1,0,0
"西郷",0,10,0,0,0,0
"西郷地",0,1,0,0,0,0
"西端",0,0,0,1,0,0
"西日本",1,0,0,0,0,0
"西伯",1,0,0,0,0,0
"西尾",3,0,0,0,0,0
"西部",1,0,6,0,0,0
"請求",1,0,0,2,0,0
"青",0,0,1,2,0,0
"青い",0,0,0,1,0,0
"青春",0,0,0,1,0,0
"青谷",1,0,0,0,0,0
"青年",0,0,0,0,1,0
"静か",1,0,0,1,0,0
"静岡",0,0,0,0,0,3
"静的",1,0,0,0,0,0
"斉",3,0,0,0,0,0
"税",58,0,1,2,0,0
"税額",8,0,0,0,0,0
